run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,G01_social_search_brand,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,G02_social_search_top_viral,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,G03_missing_keyword_clarify,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,G04_out_of_scope_math,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,G05_confirm_before_send_telegram,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,GM01_clarify_then_fill_brand,True,missing_info,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,GM02_correction_search_type,True,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,GM03_carryover_brand_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,GM04_switch_web_to_social,True,wrong_tool,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T163116556139,v3,v3+p3b1b86e2b782+t0716055b62e0,group,GM05_correction_handle_brand,True,wrong_arg_value,,timeline,timeline,True,True,True,
